DATAFLOW,LAST UPDATE,freq,leg_stat,citizen,unit,geo,TIME_PERIOD,Value,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2015,"979,58",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2016,"1082,86",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2017,"1097,77",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2018,"1103,03",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2019,"1125,25",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2020,"1745,27",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2021,"1294,86",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Belgium,2022,"988,61",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2008,"719,87",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2009,"724,55",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2010,"774,28",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2011,"675,38",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2012,"602,25",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2013,"573,01",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2014,"46,06",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2015,"697,11",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2016,"709,85",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2017,"686,93",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2018,"665,74",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2019,"640,98",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2020,"617,81",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2021,"611,92",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Bulgaria,2022,"623,63",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2009,"872,32",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2010,"759,18",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2011,"714,4",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2012,"711,02",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2013,"708,47",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2014,"651,5",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2015,"657,92",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2016,"636,98",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2017,"633,85",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2018,"637,37",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2019,"634,1",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2020,"631,08",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2021,"601,26",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Switzerland,2022,"576,96",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2008,"1097,13",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2009,"1101,82",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2010,"1004,58",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2011,"1025,12",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2012,"1004,36",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2013,"1047,21",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2014,"1017,94",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2015,"895,18",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2016,"810,52",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2017,749,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2018,"723,83",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2019,"728,71",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2020,"641,81",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2021,"599,7",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Czechia,2022,"639,54",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2008,"2067,96",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2009,"2059,18",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2010,"1960,61",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2011,"1939,96",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2012,"1902,34",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2013,"1931,99",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2014,"1896,94",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2015,"1794,6",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2016,"1712,26",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2017,"1672,97",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2018,"1621,99",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2019,"1589,93",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2020,"1570,84",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2021,"1506,67",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Germany,2022,"1573,7",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2015,"384,58",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2016,"380,57",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2017,"367,33",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2018,"374,73",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2019,"413,19",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2020,"432,82",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2021,"425,82",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Denmark,2022,"422,67",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2008,"1358,09",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2009,"1227,27",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2010,"1062,12",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2011,"667,87",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2012,"752,31",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2013,"618,42",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2014,"605,4",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2015,"650,74",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2016,"724,15",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2017,"711,88",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2018,"719,49",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2019,728,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2020,"723,89",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2021,"786,98",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Greece,2022,"1013,82",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2008,"427,58",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2009,"457,44",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2010,"444,44",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2011,"530,76",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2012,"524,6",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2013,"539,27",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2014,"529,2",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2015,"588,33",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2016,"564,56",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2017,"575,89",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2018,"591,12",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2019,"603,21",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2020,"598,3",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2021,"647,54",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Spain,2022,"705,84",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2013,"7468,04",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2014,"6961,15",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2015,"6928,22",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2016,"6958,91",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2017,"7154,29",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2018,"7659,48",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2019,"7167,63",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2020,"4952,64",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2021,"2454,05",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Finland,2022,"2343,91",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2008,"1454,91",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2009,"1461,69",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2010,"1422,3",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2011,"1433,15",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2012,"1415,76",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2013,"1396,92",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2014,"1415,95",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2015,"1464,99",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2016,"1428,08",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2017,"1435,23",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2018,"2107,06",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2019,"2099,3",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2020,"1935,88",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2021,"2119,67",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,France,2022,"2124,94",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2008,"665,94",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2009,"686,09",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2010,"664,79",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2011,"657,6",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2012,"587,72",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2013,"500,92",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2014,"448,57",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2015,"443,09",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2016,"423,54",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Reporting country,Per hundred thousand inhabitants,Croatia,2017,"401,3",,
