DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,citizen,age,geo,TIME_PERIOD,Value,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2014,"37,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2015,"38,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2016,"38,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2017,"37,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2018,"36,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2019,"34,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2020,"35,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2021,"41,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2022,"45,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Switzerland,2023,"44,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2006,"40,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2007,34,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2008,"32,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2009,"35,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2010,"36,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2011,"35,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2012,"33,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2013,"30,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2014,"36,4",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2015,37,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2016,"34,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2017,30,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2018,"29,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2019,"29,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2020,"31,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2021,"32,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2022,"27,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Cyprus,2023,"23,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2006,"17,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2007,"14,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2008,"15,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2009,"20,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2010,"14,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2011,"15,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2012,"18,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2013,"17,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2014,"16,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2015,"15,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2016,"13,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2017,"18,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2018,21,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2019,"15,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2020,"12,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2021,"16,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2022,"16,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Czechia,2023,"20,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2006,"56,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2007,"55,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2008,"53,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2009,"53,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2010,"53,6",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Non-EU27 countries (from 2020) nor reporting country,From 15 to 64 years,Germany,2011,51,,
