DATAFLOW,LAST UPDATE,freq,leg_stat,citizen,unit,geo,TIME_PERIOD,Value,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Belgium,2019,"642,45",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Belgium,2020,"955,66",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Belgium,2021,"740,35",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Belgium,2022,"606,69",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2008,"18,41",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2009,"17,37",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2010,"23,46",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2011,"20,42",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2012,"26,52",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2013,"39,12",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2014,"725,07",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2015,"44,38",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2016,"31,77",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2017,"24,46",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2018,"21,48",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2019,"19,29",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2020,"20,24",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2021,"29,31",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Bulgaria,2022,"43,14",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2009,"853,33",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2010,"806,07",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2011,"805,7",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2012,"865,38",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2013,"879,08",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2014,"808,93",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2015,"816,64",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2016,"823,99",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2017,"790,71",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2018,"804,77",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2019,"796,04",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2020,"722,8",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2021,"725,62",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Switzerland,2022,"796,23",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2008,"82,87",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2009,"80,21",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2010,"70,51",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2011,"71,26",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2012,"71,52",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2013,"71,03",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2014,"70,22",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2015,"68,89",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2016,"71,56",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2017,"72,86",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2018,"73,68",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2019,"76,26",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2020,"59,54",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2021,"61,31",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Czechia,2022,"75,13",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2008,"552,28",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2009,"566,42",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2010,"558,69",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2011,"587,08",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2012,"610,7",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2013,"668,68",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2014,"764,41",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2015,"1123,02",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2016,"1160,62",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2017,"911,65",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2018,"855,61",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2019,"842,29",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2020,"797,43",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2021,"768,6",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Germany,2022,"941,74",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2015,"236,66",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2016,"229,64",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2017,"217,28",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2018,"214,11",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2019,"208,23",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2020,"180,69",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2021,"182,98",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Denmark,2022,"209,23",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2008,"575,7",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2009,"545,58",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2010,"479,4",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2011,"509,13",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2012,"334,84",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2013,"279,2",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2014,"312,24",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2015,"365,32",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2016,"310,13",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2017,"360,19",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2018,"437,34",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2019,"412,42",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2020,"331,65",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2021,"313,95",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Greece,2022,"370,25",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2008,"242,7",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2009,"264,99",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2010,"250,13",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2011,"278,76",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2012,"264,84",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2013,"248,65",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2014,"223,13",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2015,"224,79",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2016,"221,55",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2017,"225,26",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2018,"242,91",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2019,"262,07",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2020,"275,96",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2021,"305,35",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Spain,2022,"362,11",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2013,"361,46",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2014,"357,38",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2015,"354,22",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2016,"366,21",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2017,"377,39",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2018,"413,87",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2019,"395,91",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2020,"352,6",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2021,"277,39",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Finland,2022,"279,42",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2008,"376,75",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2009,364,,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2010,"350,57",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2011,"371,36",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2012,"349,27",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2013,"289,08",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2014,"270,19",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2015,"272,16",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2016,"266,16",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2017,"276,19",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2018,"446,46",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2019,"462,32",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2020,"433,31",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2021,"498,62",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,France,2022,"531,31",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2008,"70,15",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2009,"66,41",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2010,"61,52",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2011,"63,38",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2012,"54,3",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2013,"23,46",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2014,"22,82",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2015,"25,11",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2016,"28,61",,
ESTAT:CRIM_JUST_CTZ(1.0),16/07/24 23:00:00,Annual,Suspected person,Foreign country,Per hundred thousand inhabitants,Croatia,2017,"28,93",,
