DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,citizen,age,geo,TIME_PERIOD,Value,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bosnia and Herzegovina,2021,23,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bosnia and Herzegovina,2022,"22,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bosnia and Herzegovina,2023,"22,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2004,"37,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2005,"35,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2006,"34,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2007,34,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2008,"32,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2009,"31,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2010,"31,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2011,"30,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2012,"30,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2013,"29,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2014,"28,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2015,"27,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2016,"26,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2017,"26,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2018,"25,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2019,"24,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2020,"23,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2021,"21,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2022,"20,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Belgium,2023,21,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2004,"34,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2005,"33,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2006,"30,6",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2007,"28,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2008,"28,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2009,"27,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2010,"25,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2011,24,b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2012,23,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2013,"22,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2014,"22,7",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2015,"22,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2016,22,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2017,"21,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2018,"21,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2019,"21,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2020,21,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2021,"20,5",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2022,"19,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Bulgaria,2023,"18,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2004,"19,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2005,"18,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2006,"17,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2007,"16,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2008,"16,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2009,"16,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2010,17,b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2011,"17,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2012,"16,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2013,"15,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2014,"14,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2015,"14,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2016,"14,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2017,"13,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2018,"13,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2019,"12,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2020,"12,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2021,"12,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2022,"13,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Switzerland,2023,"13,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2004,"39,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2005,"35,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2006,"33,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2007,"31,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2008,"30,7",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2009,"31,2",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2010,"28,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2011,28,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2012,"26,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2013,"25,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2014,"24,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2015,"24,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2016,"23,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2017,"21,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2018,"20,6",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2019,"19,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2020,"18,5",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2021,17,b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2022,"16,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Cyprus,2023,"15,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2004,"17,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2005,"16,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2006,"16,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2007,"16,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2008,"15,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2009,"15,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2010,"14,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2011,"13,9",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2012,"13,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2013,"12,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2014,"12,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2015,"12,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2016,"12,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2017,"12,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2018,12,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2019,"12,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2020,"12,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2021,12,b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2022,"12,2",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Czechia,2023,"13,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2004,"20,8",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2005,"21,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2006,"21,6",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2007,"20,4",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2008,"19,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2009,19,,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2010,"18,3",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2011,"15,3",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2012,"15,1",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2013,"14,9",,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2014,"16,8",b,
ESTAT:EDAT_LFS_9911(1.0),12/12/24 23:00:00,Annual,Percentage,Total,"Less than primary, primary and lower secondary education (levels 0-2)",Reporting country,From 15 to 64 years,Germany,2015,"16,8",,
